kingdom,phylum,class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,eventDate,month,year
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",36.060901,4.793695,2025-01-21,January,2025
Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Rhynocoris,Rhynocoris erythropus,"Rhynocoris erythropus (Linnaeus, 1767)",36.718658,5.031,2025-08-29,August,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)",36.064207,4.624841,2025-04-22,April,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-23,August,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa ochropus,"Tringa ochropus Linnaeus, 1758",36.747994,2.964665,2025-09-10,September,2025
Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,"Passer domesticus hispaniolensis Temminck, 1820",36.725118,2.991868,2025-07-25,July,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,Neophron percnopterus,"Neophron percnopterus (Linnaeus, 1758)",36.32006,4.977083,2025-08-09,August,2025
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arisarum,Arisarum vulgare,Arisarum vulgare O.Targ.Tozz.,36.746944,2.964762,2025-02-20,February,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",36.129249,5.077551,2025-06-03,June,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadorna,"Tadorna tadorna (Linnaeus, 1758)",36.764697,3.339332,2025-10-04,October,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Crithmum,Crithmum maritimum,Crithmum maritimum L.,35.673645,-1.017178,2025-09-19,September,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,Draba verna,Draba verna L.,36.459862,5.606993,2025-03-15,March,2025
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Philaeus,Philaeus chrysops,"Philaeus chrysops (Poda, 1761)",35.256506,-1.556503,2025-05-09,May,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chloris,Chloris chloris,"Chloris chloris (Linnaeus, 1758)",35.305812,-0.093992,2025-08-28,August,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",35.297338,-1.474078,2025-10-03,October,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Rumina,Rumina decollata,"Rumina decollata (Linnaeus, 1758)",36.791736,4.221467,2025-09-08,September,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus longisiliquosus,Lotus longisiliquosus R.Roem.,36.293832,4.505251,2025-04-04,April,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica souliei,Brassica souliei subsp. amplexicaulis (Desf.) Greuter & Burdet,35.267277,-0.779359,2025-03-17,March,2025
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris barbara,"Alectoris barbara (Bonnaterre, 1790)",36.269165,4.846564,2025-08-09,August,2025
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza calandra,"Emberiza calandra Linnaeus, 1758",36.269165,4.846564,2025-01-17,January,2025
Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Callistoctopus,Callistoctopus macropus,"Callistoctopus macropus (Risso, 1826)",36.796531,3.053574,2025-05-29,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Anthaxia,Anthaxia umbellatarum,"Anthaxia umbellatarum (Fabricius, 1787)",36.719799,5.030143,2025-06-06,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Tomares,Tomares ballus,"Tomares ballus (Fabricius, 1787)",36.747675,2.969442,2025-03-13,March,2025
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza calandra,"Emberiza calandra Linnaeus, 1758",35.86599,0.76917,2025-03-21,March,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,Trichodes umbellatarum,"Trichodes umbellatarum (Olivier, 1800)",36.579223,4.69256,2025-05-17,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus morbillosus,"Carabus morbillosus Fabricius, 1792",36.789599,4.66436,2025-04-25,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Exochomus,Exochomus nigripennis,"Parexochomus nigripennis (Erichson, 1843)",36.155937,4.223758,2025-06-09,June,2025
Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis pes-caprae,Oxalis pes-caprae L.,35.24115,2.222326,2025-04-29,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cryptocephalus,Cryptocephalus rugicollis,"Cryptocephalus rugicollis Olivier, 1792",36.338981,4.466748,2025-03-31,March,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria media,Stellaria media (L.) Vill.,36.57168,5.659092,2025-03-15,March,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus oxycedrus,Juniperus oxycedrus var. badia H.Gay,36.333681,4.451869,2025-07-11,July,2025
Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes teneriffae,"Cyanistes teneriffae (Lesson, 1831)",36.725213,2.991893,2025-04-26,April,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",35.305812,-0.093992,2025-10-02,October,2025
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus barbatus,"Pycnonotus barbatus (Desfontaines, 1789)",35.305812,-0.093992,2025-08-02,August,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,Smyrnium perfoliatum L.,36.592889,4.20729,2025-05-16,May,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Kickxia,Kickxia commutata,Kickxia commutata (Bernh. ex Rchb.) Fritsch,36.514465,7.91396,2025-07-09,July,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-10,August,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",36.269165,4.846564,2025-02-15,February,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Catananche,Catananche caerulea,Catananche caerulea L.,36.468251,4.180871,2025-07-29,July,2025
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupaster,"Canis lupaster Hemprich & Ehrenberg, 1833",35.305812,-0.093992,2025-09-14,September,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena phlaeas,"Lycaena phlaeas (Linnaeus, 1761)",35.757899,-0.557085,2025-06-18,June,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leuzea,Leuzea acaulis,Rhaponticum acaule (L.) DC.,36.577426,6.484305,2025-03-25,March,2025
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune,Schizophyllum commune Fr.,36.791965,5.671493,2025-06-17,June,2025
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus himantopus,"Himantopus himantopus (Linnaeus, 1758)",36.613764,2.78351,2025-10-08,October,2025
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia atricapilla,"Sylvia atricapilla (Linnaeus, 1758)",36.324994,4.928728,2025-03-22,March,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco biarmicus,"Falco biarmicus Temminck, 1825",35.868373,0.766868,2025-03-21,March,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Carpocoris,Carpocoris mediterraneus,"Carpocoris mediterraneus Tamanini, 1958",36.752772,5.032489,2025-09-22,September,2025
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus himantopus,"Himantopus himantopus (Linnaeus, 1758)",35.305812,-0.093992,2025-07-26,July,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",35.305812,-0.093992,2025-08-28,August,2025
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Platalea leucorodia,"Platalea leucorodia Linnaeus, 1758",35.305812,-0.093992,2025-10-07,October,2025
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus capensis,"Lepus capensis Linnaeus, 1758",35.305812,-0.093992,2025-07-09,July,2025
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oxythyrea,Oxythyrea funesta,"Oxythyrea funesta (Poda, 1761)",36.749695,5.035695,2025-06-11,June,2025
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza schoeniclus,"Emberiza schoeniclus (Linnaeus, 1758)",36.771559,3.337902,2025-02-15,February,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-20,August,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,"Gallinula chloropus (Linnaeus, 1758)",36.749124,2.968302,2025-07-08,July,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia ciconia (Linnaeus, 1758)",35.305812,-0.093992,2025-08-29,August,2025
Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Clanoptilus,Clanoptilus rufus,"Clanoptilus rufus (Olivier, 1790)",36.660504,4.614048,2025-06-01,June,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,Onopordum macracanthum,Onopordum macracanthum Schousb.,36.527389,4.236374,2025-07-29,July,2025
Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos rhinobatos,"Rhinobatos rhinobatos (Linnaeus, 1758)",36.782078,3.17838,2025-09-16,September,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-06-01,June,2025
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupaster,"Canis lupaster Hemprich & Ehrenberg, 1833",36.660504,4.614048,2025-06-01,June,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,Echium asperrimum,Echium asperrimum Lam.,36.471029,4.198995,2025-07-17,July,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",35.305812,-0.093992,2025-08-11,August,2025
Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,Periparus ater,"Periparus ater ledouci (Malherbe, 1845)",36.324994,4.928728,2025-04-29,April,2025
Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,Apus pallidus,"Apus pallidus (Shelley, 1870)",35.305812,-0.093992,2025-06-17,June,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis spinosa,Capparis spinosa L.,36.321512,4.08872,2025-05-09,May,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus moussieri,"Phoenicurus moussieri (Olphe-Galliard, 1852)",36.471112,6.710595,2025-03-20,March,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,Ricinus communis L.,36.361661,6.61305,2025-01-25,January,2025
Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Suncus,Suncus etruscus,"Suncus etruscus (Savi, 1822)",36.748928,5.081258,2025-08-13,August,2025
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia foliacea,Cladonia foliacea (Huds.) Willd.,36.508752,5.498781,2025-04-04,April,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758",35.305812,-0.093992,2025-09-24,September,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus serinus,"Serinus serinus (Linnaeus, 1766)",35.305812,-0.093992,2025-06-16,June,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,Reseda alba,Reseda alba L.,36.222083,6.77484,2025-03-05,March,2025
Animalia,Arthropoda,Insecta,Hemiptera,Issidae,Agalmatium,Agalmatium bilobum,"Agalmatium bilobum (Fieber, 1877)",35.712868,-0.638187,2025-02-20,February,2025
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oxythyrea,Oxythyrea funesta,"Oxythyrea funesta (Poda, 1761)",36.539158,4.780729,2025-04-18,April,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys lutea,Ophrys lutea Cav.,36.244441,4.603712,2025-03-17,March,2025
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Anthaxia,Anthaxia dimidiata,"Anthaxia dimidiata (Thunberg, 1789)",36.749706,5.034017,2025-05-04,May,2025
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,"Vulpes vulpes barbara (Shaw, 1800)",36.269165,4.846564,2025-08-09,August,2025
Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Anthrax,Anthrax anthrax,"Anthrax anthrax (Schrank, 1781)",36.398812,6.664351,2025-05-22,May,2025
Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus,Pachygrapsus marmoratus,"Pachygrapsus marmoratus (Fabricius, 1787)",35.493559,-1.220921,2025-04-23,April,2025
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus mauretanicus,"Puffinus mauretanicus Lowe, 1921",36.846833,2.993391,2025-02-07,February,2025
Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidae,Armadillo,Armadillo officinalis,"Armadillo officinalis Duméril, 1816",36.700087,4.049452,2025-04-15,April,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",35.305812,-0.093992,2025-07-06,July,2025
Animalia,Arthropoda,Insecta,Mantodea,Eremiaphilidae,Iris,Iris oratoria,"Iris oratoria Linne, 1758",36.726006,5.034258,2025-09-24,September,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",35.305812,-0.093992,2025-05-12,May,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum,Macroglossum stellatarum,"Macroglossum stellatarum Linnaeus, 1758",36.463162,4.189779,2025-07-05,July,2025
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,Calonectris diomedea,"Calonectris diomedea (Scopoli, 1769)",35.10602,-1.863122,2025-10-11,October,2025
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus coccifera,Quercus coccifera L.,35.274945,-0.252389,2025-04-20,April,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rubicola,"Saxicola rubicola (Linnaeus, 1766)",35.305812,-0.093992,2025-09-12,September,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene gallica,Silene gallica L.,36.446983,4.388094,2025-05-16,May,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)",36.494458,4.362352,2025-05-01,May,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-07-18,July,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",35.305812,-0.093992,2025-09-22,September,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Charaxes,Charaxes jasius,"Charaxes jasius (Linnaeus, 1767)",35.857519,0.500501,2025-10-17,October,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,Sceliphron caementarium,"Sceliphron caementarium (Drury, 1773)",36.747443,2.969192,2025-07-24,July,2025
Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta ledanti,"Sitta ledanti Vielliard, 1976",36.454401,5.709483,2025-02-11,February,2025
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,"Vanellus vanellus (Linnaeus, 1758)",36.768671,3.337216,2025-01-11,January,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Rhodanthidium,Rhodanthidium sticticum,"Rhodanthidium sticticum (Fabricius, 1787)",36.342625,4.288953,2025-05-09,May,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara,Nezara viridula,"Nezara viridula (Linnaeus, 1758)",36.063622,4.632173,2025-06-24,June,2025
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis flammula,Clematis flammula L.,36.726785,4.472772,2025-07-01,July,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco biarmicus,"Falco biarmicus Temminck, 1825",35.305812,-0.093992,2025-09-12,September,2025
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phlegra,Phlegra bresnieri,"Phlegra bresnieri (Lucas, 1846)",36.244888,6.53221,2025-03-20,March,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene latifolia,Silene latifolia Poir.,34.921798,3.368046,2025-05-24,May,2025
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia monelli,Lysimachia monelli (L.) U.Manns & Anderb.,36.288686,4.488951,2025-05-05,May,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-05,June,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,"Streptopelia turtur (Linnaeus, 1758)",36.269165,4.846564,2025-08-09,August,2025
Animalia,Arthropoda,Insecta,Hemiptera,Nabidae,Prostemma,Prostemma bicolor,"Prostemma bicolor Rambur, 1839",36.746806,2.963561,2025-02-20,February,2025
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,"Sturnus vulgaris Linnaeus, 1758",36.131948,4.67375,2025-01-21,January,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-03,June,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia ciconia (Linnaeus, 1758)",36.712659,4.157176,2025-01-14,January,2025
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,"Vanellus vanellus (Linnaeus, 1758)",36.131948,4.67375,2025-02-06,February,2025
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Tropinota,Tropinota squalida,"Tropinota squalida pilosa (Brulle, 1832)",36.323677,4.474792,2025-04-28,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,Hyles livornica,"Hyles livornica Esper, 1780",36.713861,2.957517,2025-04-09,April,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus oxycedrus,Juniperus oxycedrus L.,36.262955,6.56767,2025-04-22,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Utetheisa,Utetheisa pulchella,"Utetheisa pulchella Linnaeus, 1758",36.748286,2.973813,2025-09-10,September,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hedypnois,Hedypnois rhagadioloides,Hedypnois rhagadioloides subsp. rhagadioloides,34.919118,3.369826,2025-05-24,May,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys lutea,Ophrys lutea Cav.,36.778724,4.703791,2025-03-21,March,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.269165,4.846564,2025-04-19,April,2025
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Chloromyia,Chloromyia formosa,"Chloromyia formosa (Scopoli, 1763)",36.655313,3.747063,2025-04-02,April,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",36.748707,2.96942,2025-09-16,September,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia ciconia (Linnaeus, 1758)",36.129249,5.077551,2025-06-05,June,2025
Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,Glycymeris nummaria,"Glycymeris nummaria (Linnaeus, 1758)",36.631599,5.741096,2025-04-15,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Saturnia,Saturnia atlantica,"Saturnia atlantica Lucas, 1848",36.650897,4.507201,2025-04-23,April,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Orchis,Orchis olbiensis,Orchis olbiensis Reut. ex Gren.,36.494458,4.362352,2025-05-01,May,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chloris,Chloris chloris,"Chloris chloris (Linnaeus, 1758)",35.305812,-0.093992,2025-07-11,July,2025
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza schoeniclus,"Emberiza schoeniclus (Linnaeus, 1758)",36.771716,3.335114,2025-01-31,January,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium,Xanthium strumarium,Xanthium strumarium L.,35.305812,-0.093992,2025-06-21,June,2025
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,"Callinectes sapidus Rathbun, 1896",36.757866,5.777604,2025-05-27,May,2025
Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,"Passer domesticus (Linnaeus, 1758)",35.305812,-0.093992,2025-07-26,July,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna ferruginea,"Tadorna ferruginea (Pallas, 1764)",35.305812,-0.093992,2025-08-15,August,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,"Falco peregrinus Tunstall, 1771",35.305812,-0.093992,2025-08-04,August,2025
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Stenopogon,Stenopogon heteroneurus,"Stenopogon heteroneurus (Macquart, 1838)",36.747597,2.96942,2025-06-30,June,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris pugnax,"Calidris pugnax (Linnaeus, 1758)",36.768396,3.335671,2025-02-15,February,2025
Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,Smilax aspera,Smilax aspera L.,34.671665,-0.230248,2025-02-26,February,2025
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Anthaxia,Anthaxia umbellatarum,"Anthaxia umbellatarum (Fabricius, 1787)",36.750313,5.033927,2025-05-31,May,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-03,June,2025
